id,ps_ind_01,ps_ind_03,ps_ind_15,ps_ind_02_cat,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_16_bin,ps_ind_17_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_04_cat,ps_car_07_cat,ps_car_12,ps_car_13,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_15_bin,ps_calc_16_bin,target
3382,6,6,6,1,0,0,1,1,1,1,0,0.9,1.7,2.069,6,2,1,0.787,0.8863,1.7321,0.5,0.8,0.7,0,0,0
3383,7,1,0,3,1,5,0,0,0,1,0,0.8,1.4,3.816,8,8,0,0.7429,1.9592,1.7321,0.0,0.1,0.6,1,0,0
3384,7,1,2,3,0,4,0,0,1,1,0,0.1,1.0,1.077,1,2,0,0.6644,1.1009,2.4495,0.4,0.2,0.1,1,0,0
3385,6,2,5,1,0,3,0,0,0,1,1,0.3,0.3,0.503,3,8,1,1.2307,2.8502,1.4142,0.4,0.3,0.1,1,0,0
3386,1,6,10,1,0,2,0,1,1,1,1,0.3,1.3,1.535,2,8,1,1.0341,3.0068,3.6056,0.5,0.4,0.3,0,1,0
3387,6,6,9,3,0,6,0,1,1,1,1,0.7,0.9,2.014,9,5,0,0.4929,3.1025,3.4641,0.0,0.8,0.7,0,1,0
3388,5,10,0,1,1,6,1,0,1,1,0,0.2,0.9,3.22,11,7,1,1.196,2.0853,2.6458,0.3,0.3,0.2,1,1,0
3389,2,1,12,4,0,0,0,0,0,1,0,0.3,1.2,1.948,11,9,0,0.2844,1.6586,3.1623,0.3,0.9,0.6,0,1,0
3390,5,8,7,1,0,-1,1,1,0,0,1,0.7,1.4,2.634,4,7,1,0.331,1.1291,1.4142,0.2,0.1,0.5,0,0,0
3391,2,0,4,1,0,3,1,0,1,0,0,0.7,0.5,2.398,2,1,0,0.9119,0.9696,1.4142,0.4,0.7,0.9,0,0,0
3392,4,3,5,2,0,2,1,1,0,0,1,0.7,0.6,1.809,9,5,0,0.7481,0.63,1.4142,0.7,0.5,0.6,0,1,0
3393,6,2,11,2,0,2,1,0,0,1,1,0.4,0.4,3.194,4,0,1,0.5591,1.0095,1.4142,0.4,0.6,0.3,1,1,0
3394,1,1,6,1,1,3,0,1,0,0,1,0.7,1.4,0.475,-1,4,0,0.7144,1.3425,3.3166,0.9,0.3,0.5,0,1,0
3395,2,7,3,3,0,-1,1,1,1,0,0,0.5,0.8,3.011,3,7,1,0.7252,0.6521,0.0,0.7,0.2,0.8,0,0,0
3396,6,10,5,2,1,6,1,0,0,0,1,0.8,1.1,2.504,1,0,1,0.9563,2.6482,0.0,0.3,0.1,0.2,0,1,0
3397,3,8,0,3,1,0,0,0,0,1,1,0.6,1.0,3.782,3,0,1,0.426,1.4919,2.4495,0.3,0.1,0.3,1,0,0
3398,7,10,2,1,1,4,1,0,0,0,1,0.6,1.5,1.159,10,9,-1,0.9977,3.3393,1.0,0.0,0.7,0.7,0,0,1
3399,0,7,4,1,1,0,1,0,1,1,1,0.6,1.0,0.685,3,4,1,0.8661,2.6023,2.0,0.0,0.3,0.5,0,1,0
3400,5,0,3,1,1,0,1,0,1,0,0,0.3,1.8,1.161,2,8,1,0.209,0.7842,1.0,0.3,0.3,0.2,0,1,0
3401,6,4,4,1,1,2,1,0,0,1,0,0.5,1.1,0.969,7,5,0,0.758,0.6512,2.4495,0.5,0.6,0.5,0,1,0
3402,7,9,0,4,1,5,0,0,1,1,0,0.9,0.9,3.447,9,3,1,0.2874,3.2942,2.0,0.1,0.3,0.2,1,1,0
3403,1,0,8,2,1,2,0,0,1,1,1,0.9,0.1,2.569,6,0,0,0.7421,1.0711,0.0,0.3,0.8,0.0,0,1,0
3404,7,1,1,2,0,2,0,0,0,1,1,0.1,0.8,2.031,3,1,1,0.5254,2.7713,3.3166,0.4,0.3,0.2,1,0,0
3405,3,10,3,3,1,6,1,0,0,0,0,0.4,0.6,2.987,10,9,1,0.7743,2.5155,0.0,0.6,0.5,0.3,1,0,0
3406,2,0,13,1,1,1,1,0,1,0,0,0.2,1.0,0.246,10,4,1,0.6333,1.9146,3.0,0.3,0.1,0.5,0,1,0
3407,2,11,0,3,0,5,0,0,0,1,1,0.7,0.6,1.514,7,2,1,0.6565,2.0711,3.6056,0.6,0.0,0.1,0,0,0
3408,5,9,3,3,0,5,1,1,1,0,1,0.5,0.6,1.389,5,9,1,0.6123,2.763,3.4641,0.8,0.8,0.4,1,1,0
3409,5,7,7,4,1,4,1,1,1,1,0,0.8,1.8,3.684,9,7,1,1.0561,1.9536,3.0,0.1,0.4,0.4,0,0,0
3410,3,6,4,1,0,6,1,1,1,1,1,0.1,0.6,1.302,5,4,1,0.6284,2.3414,2.8284,0.9,0.4,0.8,1,1,0
3411,0,1,4,1,1,6,1,1,1,1,1,0.6,1.5,1.203,7,4,1,0.6957,1.5203,3.0,0.5,0.0,0.3,0,0,0
3412,7,4,1,4,1,0,1,0,1,1,1,0.4,1.5,3.761,6,8,1,1.0378,1.9089,0.0,0.9,0.3,0.1,0,1,0
3413,1,9,5,2,0,1,0,0,0,1,1,0.5,0.6,3.307,6,0,0,0.9122,1.1093,2.8284,0.8,0.7,0.8,1,0,0
3414,0,10,10,1,0,2,1,1,1,1,1,0.7,0.7,2.956,10,5,1,0.3985,2.7723,1.7321,0.2,0.6,0.4,1,0,0
3415,4,5,8,3,0,4,0,1,0,1,0,0.8,1.3,0.223,4,5,1,1.075,1.4891,3.4641,0.8,0.1,0.2,1,1,1
3416,3,10,12,2,-1,1,1,0,0,0,0,0.0,0.7,0.991,3,5,1,0.919,1.2502,0.0,0.5,0.2,0.1,0,1,0
3417,4,9,9,4,0,4,0,1,0,1,0,0.8,0.1,0.791,6,0,0,0.767,1.953,3.4641,0.9,0.6,0.1,0,1,0
3418,7,0,11,4,0,6,1,1,1,1,1,0.9,0.9,3.397,11,7,0,0.8349,0.5141,1.7321,0.8,0.4,0.8,0,0,0
3419,0,7,6,3,1,-1,0,0,1,1,0,0.7,1.0,3.74,5,0,1,0.8423,2.466,3.0,0.4,0.0,0.8,0,1,0
3420,2,7,8,1,1,6,0,1,0,0,1,0.2,0.6,2.709,10,9,0,0.7238,1.23,3.4641,0.0,0.7,0.3,1,0,1
3421,4,6,8,3,0,3,0,0,1,0,0,0.3,0.1,3.419,10,1,1,0.3853,2.2486,2.0,0.4,0.3,0.8,0,1,0
3422,6,9,11,1,1,6,0,1,0,1,0,0.1,0.8,1.916,4,7,0,0.6736,0.5062,2.4495,0.2,0.0,0.6,1,1,0
3423,4,10,7,4,0,4,0,0,0,0,0,0.9,1.7,0.542,6,6,0,0.3873,3.2876,3.1623,0.1,0.1,0.1,0,1,0
3424,3,6,5,3,0,0,1,0,1,1,1,0.4,1.7,2.955,0,9,-1,1.1673,1.1969,1.0,0.4,0.6,0.2,1,0,0
3425,4,3,0,2,1,6,0,1,1,0,0,0.8,1.5,3.532,4,4,0,1.2843,3.0228,1.4142,0.8,0.2,0.6,0,0,0
3426,7,11,12,4,0,0,0,0,0,0,1,0.7,0.7,3.462,2,3,1,1.1021,0.6461,2.6458,0.6,0.5,0.4,1,1,0
3427,3,11,6,3,1,1,0,0,1,0,0,0.3,0.3,0.821,1,7,1,1.0943,0.5281,3.6056,0.5,0.3,0.7,0,0,0
3428,7,8,11,2,1,3,1,0,0,0,1,0.2,1.8,3.841,6,0,-1,0.3868,1.4032,2.4495,0.3,0.4,0.8,0,1,0
3429,6,7,9,1,1,6,0,1,0,0,0,0.4,1.5,1.767,7,6,-1,0.5163,2.2244,2.8284,0.4,0.9,0.4,0,0,0
3430,2,1,0,3,1,1,1,1,0,0,0,0.3,0.4,1.976,9,1,0,0.6061,1.6317,3.6056,0.3,0.1,0.1,0,0,0
3431,1,4,9,2,1,3,0,0,0,0,1,0.5,0.8,1.981,6,0,1,0.7814,2.4912,1.0,0.3,0.0,0.7,1,1,0
3432,6,2,6,1,0,0,0,0,0,0,1,0.0,1.1,0.9,11,1,-1,0.8992,0.6351,3.3166,0.5,0.5,0.6,1,1,0
3433,1,6,3,1,0,2,1,0,0,0,1,0.6,1.1,1.964,2,6,1,0.4766,2.3617,1.4142,0.4,0.1,0.6,0,1,0
3434,2,9,3,3,0,1,0,1,0,1,0,0.8,1.2,2.318,4,7,0,0.8138,3.3324,3.0,0.6,0.4,0.1,0,1,0
3435,1,2,8,4,0,2,1,1,0,0,1,0.2,1.7,3.742,10,0,1,0.9979,1.8325,2.2361,0.4,0.0,0.8,0,1,0
3436,4,11,1,2,1,4,1,0,0,0,1,0.3,0.3,3.841,0,2,0,0.4419,2.6662,3.6056,0.6,0.9,0.8,1,1,0
3437,2,1,8,1,1,5,1,0,1,1,1,0.8,1.6,0.894,8,1,0,1.1929,2.8439,2.2361,0.9,0.8,0.1,1,0,0
3438,5,1,11,3,0,4,1,0,0,0,1,0.6,0.5,0.554,8,2,-1,0.7209,2.6493,1.7321,0.5,0.7,0.7,1,0,0
3439,7,11,1,1,1,0,1,0,0,1,0,0.0,1.0,0.842,3,0,1,1.0875,1.9475,3.4641,0.8,0.6,0.8,1,1,0
3440,6,1,0,1,1,5,1,0,1,0,1,0.4,1.0,1.231,3,8,1,0.6441,0.961,2.2361,0.2,0.5,0.8,1,1,0
3441,7,8,0,3,0,4,0,0,1,0,0,0.1,1.3,2.161,6,7,0,0.7107,1.7495,3.1623,0.2,0.8,0.2,1,0,0
3442,0,9,10,3,0,0,0,0,0,1,0,0.2,0.6,1.808,7,8,0,1.1092,0.6525,2.6458,0.7,0.6,0.8,1,0,0
3443,3,3,11,1,0,6,0,1,0,0,0,0.7,0.2,0.037,1,7,1,0.504,2.346,3.3166,0.9,0.8,0.4,1,1,0
3444,1,0,13,1,1,5,1,0,1,0,0,0.1,1.5,0.196,4,0,0,0.3502,3.3145,3.4641,0.8,0.4,0.2,0,0,0
3445,7,3,0,1,1,4,0,0,0,0,1,0.3,0.3,2.919,9,8,1,1.2396,1.5816,1.4142,0.7,0.6,0.2,1,0,0
3446,5,0,6,3,1,3,1,0,1,0,0,0.1,0.4,3.293,7,6,1,0.8171,1.3944,0.0,0.8,0.0,0.7,1,1,0
3447,2,8,0,3,0,5,1,1,1,0,0,0.7,0.1,3.148,1,4,1,0.5695,1.1863,2.4495,0.5,0.5,0.6,0,0,0
3448,4,10,5,3,1,2,1,0,1,0,1,0.3,0.9,0.019,2,3,1,0.7522,1.109,3.6056,0.7,0.7,0.6,0,1,0
3449,4,11,4,1,1,5,1,0,1,0,0,0.4,1.1,1.851,0,4,0,0.7932,0.7978,1.4142,0.6,0.4,0.6,1,0,0
3450,3,9,8,4,1,4,1,0,0,0,1,0.1,0.9,3.74,1,2,-1,0.9985,2.8358,3.0,0.4,0.8,0.7,0,0,0
3451,3,9,12,1,0,4,0,1,0,0,1,0.8,0.2,3.976,0,7,1,1.1503,2.1659,0.0,0.0,0.2,0.2,0,1,0
3452,0,10,11,4,0,5,1,1,1,0,0,0.8,1.5,3.92,2,4,1,0.5498,2.9564,2.8284,0.6,0.7,0.3,1,1,1
3453,3,9,0,4,0,1,0,0,1,0,1,0.7,0.1,3.511,9,6,-1,0.7212,1.8235,3.1623,0.8,0.1,0.4,0,0,0
3454,2,7,3,2,0,0,1,0,0,1,1,0.7,1.8,2.555,11,5,1,0.3123,2.3317,1.4142,0.5,0.2,0.5,1,1,0
3455,6,11,3,4,1,3,1,0,1,0,0,0.9,0.7,3.501,10,8,0,1.0769,1.1785,3.3166,0.1,0.0,0.7,1,0,0
3456,6,3,3,3,1,5,1,0,1,1,1,0.5,1.0,3.641,10,8,1,0.6232,1.691,2.4495,0.3,0.9,0.7,1,1,0
3457,6,4,4,4,1,1,0,1,1,1,0,0.8,1.2,2.314,0,8,1,0.4968,2.7635,3.6056,0.3,0.8,0.3,0,1,0
3458,0,10,8,1,1,3,1,0,0,0,1,0.8,0.9,0.538,10,5,0,0.9683,0.7509,1.7321,0.5,0.2,0.6,0,0,0
3459,6,3,10,1,0,6,1,0,0,0,1,0.4,1.5,0.7,7,1,0,0.9331,3.1932,3.0,0.7,0.3,0.3,1,0,0
3460,3,3,13,4,1,4,1,1,0,0,1,0.2,1.4,2.741,7,8,1,0.2048,2.5136,2.6458,0.4,0.5,0.3,1,1,0
3461,3,1,9,4,1,0,1,0,0,1,0,0.5,1.0,2.545,1,1,0,1.1017,1.9371,2.2361,0.4,0.7,0.1,0,0,0
3462,7,3,4,3,0,6,1,0,0,0,1,0.7,0.0,1.671,4,1,0,0.535,3.495,3.1623,0.8,0.7,0.6,1,1,1
3463,6,7,2,2,0,6,0,0,1,1,0,0.6,1.1,0.445,3,4,1,1.0435,2.4458,0.0,0.5,0.2,0.1,0,0,0
3464,0,10,5,2,1,4,0,1,1,0,1,0.6,1.4,0.88,2,2,-1,0.7033,1.5157,3.4641,0.2,0.7,0.3,1,1,0
3465,2,1,11,2,0,4,0,1,0,0,1,0.2,1.5,3.99,7,5,0,0.4826,3.0605,3.6056,0.7,0.0,0.9,0,1,0
3466,5,8,13,2,0,4,1,0,0,1,0,0.1,1.0,0.034,7,8,1,1.2164,1.8867,2.2361,0.2,0.3,0.7,1,1,0
3467,4,9,5,3,0,4,1,1,1,1,0,0.3,0.6,3.327,1,1,1,0.5971,2.9928,2.2361,0.8,0.5,0.3,0,1,0
3468,2,10,2,4,0,2,1,0,0,1,0,0.5,0.6,2.454,3,3,0,1.2363,1.0713,0.0,0.6,0.7,0.2,1,1,0
3469,4,9,0,2,0,4,0,0,0,0,1,0.2,0.7,0.166,6,2,0,1.1292,1.6548,2.2361,0.1,0.7,0.8,0,0,0
3470,6,1,1,4,0,3,1,0,0,0,0,0.2,1.2,1.698,7,1,0,0.6448,1.5794,2.8284,0.7,0.1,0.4,0,0,0
3471,1,5,8,1,0,5,0,0,1,0,0,0.9,1.3,3.258,3,7,0,1.0252,0.8988,2.8284,0.4,0.4,0.2,0,1,0
3472,5,11,8,4,1,5,1,0,1,0,1,0.7,1.1,2.468,4,8,-1,0.9777,2.2269,2.0,0.1,0.7,0.5,1,0,0
3473,5,10,9,3,0,4,1,1,0,1,0,0.3,1.4,3.703,4,6,1,0.3684,2.5545,3.1623,0.4,0.7,0.2,1,0,0
3474,7,7,0,3,1,6,1,0,0,0,0,0.1,0.9,3.847,0,0,1,0.7646,1.0774,3.4641,0.5,0.2,0.3,1,0,0
3475,2,11,6,2,1,3,1,1,1,1,1,0.1,1.0,3.308,8,6,0,0.751,2.9668,3.6056,0.7,0.1,0.4,0,0,0
3476,1,8,2,2,0,5,1,0,1,0,1,0.4,1.6,2.902,7,6,1,0.4185,2.2859,2.8284,0.7,0.0,0.4,0,1,1
3477,4,0,4,2,0,2,0,1,1,1,1,0.2,0.9,0.433,10,2,1,1.121,3.1411,1.4142,0.3,0.3,0.9,1,0,0
3478,4,10,8,4,1,5,0,1,1,1,1,0.0,0.5,3.062,11,3,0,0.5536,2.5893,2.6458,0.6,0.2,0.6,0,0,0
3479,3,2,3,1,1,1,0,1,0,1,0,0.7,0.8,2.548,8,0,1,1.271,1.3496,3.1623,0.5,0.3,0.2,1,1,1
3480,6,4,9,3,0,4,1,1,1,1,1,0.2,0.5,1.517,5,2,0,0.6258,2.7997,1.0,0.9,0.1,0.9,0,0,0
3481,6,2,4,4,1,0,0,1,1,0,0,0.8,0.4,3.15,1,6,1,0.2595,1.0174,2.8284,0.9,0.4,0.2,1,1,0
3482,1,8,7,3,0,5,0,1,0,0,1,0.8,1.1,1.775,1,9,0,0.849,1.0773,2.8284,0.3,0.0,0.3,1,1,0
3483,6,0,6,3,1,2,1,1,0,1,1,0.4,0.0,2.811,1,3,1,1.0673,2.6839,3.1623,0.1,0.0,0.5,1,0,0
3484,1,7,5,3,0,1,1,1,1,0,0,0.2,0.6,2.837,8,5,-1,0.8743,1.9381,1.0,0.1,0.5,0.8,0,0,1
3485,3,10,1,3,0,2,1,0,1,0,1,0.6,1.2,3.046,5,0,1,0.265,2.4232,2.4495,0.3,0.7,0.8,1,0,0
3486,0,9,8,3,0,2,1,0,0,1,1,0.9,0.4,1.391,6,8,1,1.0794,3.0591,3.1623,0.5,0.1,0.1,0,0,0
3487,2,3,13,4,1,0,0,1,1,0,1,0.7,1.8,0.738,10,5,1,1.0156,0.5102,3.6056,0.6,0.2,0.8,0,1,0
3488,7,10,9,3,0,3,0,1,0,1,0,0.1,1.1,2.912,8,4,0,0.4216,2.8226,2.6458,0.8,0.5,0.1,1,0,0
3489,3,4,10,4,1,0,1,1,0,0,1,0.7,1.1,1.589,6,1,1,1.027,1.8641,2.6458,0.2,0.8,0.7,0,1,0
3490,5,8,11,3,0,3,1,0,1,0,0,0.5,1.0,3.895,10,8,0,0.2546,0.7508,3.0,0.7,0.3,0.1,1,1,0
3491,0,6,0,4,0,2,1,1,0,1,0,0.4,1.4,3.989,7,3,1,1.0039,1.7261,2.0,0.1,0.8,0.6,1,0,0
3492,5,0,11,4,1,4,1,1,1,1,1,0.2,1.3,3.779,3,2,1,0.6064,1.4905,1.4142,0.1,0.1,0.8,1,1,0
3493,2,0,3,1,1,1,1,1,1,0,1,0.5,1.5,1.881,10,6,0,0.7987,0.5698,2.2361,0.7,0.6,0.8,0,0,0
3494,5,2,9,4,1,6,1,1,1,1,1,0.7,0.5,3.781,3,3,0,0.5725,2.2226,3.4641,0.3,0.5,0.6,1,0,0
3495,7,11,13,3,0,0,0,0,1,0,0,0.3,0.8,0.151,0,7,0,0.7416,2.3455,3.4641,0.5,0.6,0.2,0,1,0
3496,4,11,12,2,1,5,0,1,1,0,0,0.9,1.0,2.585,5,3,0,1.0079,2.1226,3.0,0.8,0.1,0.3,1,0,0
3497,0,4,5,4,1,2,1,0,1,0,0,0.2,0.6,3.911,9,8,0,0.2321,2.1586,3.0,0.3,0.7,0.6,0,0,0
3498,3,11,11,1,0,5,0,1,0,1,1,0.0,0.5,0.048,1,3,0,1.19,1.6164,2.2361,0.4,0.0,0.8,0,1,0
3499,0,0,8,3,0,4,0,0,1,1,1,0.5,0.0,3.044,9,2,1,0.7078,2.9272,3.4641,0.3,0.4,0.0,1,1,0
3500,3,11,1,3,1,5,1,0,0,1,1,0.2,0.7,2.375,1,5,0,0.6953,2.6068,1.0,0.3,0.3,0.1,0,0,0
3501,0,2,3,4,1,3,0,0,0,0,0,0.6,0.8,0.273,9,5,1,0.6593,1.8311,1.4142,0.6,0.5,0.0,0,1,0
3502,5,0,13,3,0,5,1,1,1,0,1,0.4,1.4,0.846,6,0,1,1.2683,1.7984,2.4495,0.7,0.6,0.2,1,0,0
3503,2,9,12,3,0,4,0,1,0,1,1,0.4,1.2,0.542,6,6,1,1.0254,0.5499,2.2361,0.8,0.6,0.1,0,0,0
3504,1,4,12,3,0,4,1,0,0,1,1,0.4,0.6,2.974,4,6,0,1.1256,1.6848,1.4142,0.2,0.4,0.2,0,1,0
3505,0,3,5,3,1,4,0,1,1,0,0,0.1,1.3,3.129,9,5,0,0.5452,1.382,1.0,0.4,0.6,0.8,1,0,0
3506,7,9,4,4,1,1,1,0,1,0,0,0.2,0.3,3.893,4,1,0,1.2134,2.0169,2.8284,0.7,0.5,0.3,1,1,0
3507,6,3,11,4,0,5,1,1,1,1,0,0.4,0.5,3.094,6,7,1,0.78,2.3035,3.3166,0.9,0.4,0.8,0,1,0
3508,6,9,0,1,0,5,1,0,0,0,1,0.7,0.6,3.129,7,2,0,1.2446,1.4346,2.0,0.5,0.3,0.4,1,1,0
3509,0,2,12,3,1,5,0,1,0,0,0,0.8,0.0,1.756,1,9,0,0.4107,1.1884,3.0,0.4,0.9,0.8,0,0,0
3510,2,1,8,2,1,1,1,1,0,1,1,0.2,1.6,0.616,11,5,-1,1.2155,2.2781,3.4641,0.8,0.3,0.1,0,1,1
3511,7,3,8,1,0,2,0,1,1,1,1,0.1,0.8,1.693,2,5,0,0.2985,0.8773,1.0,0.7,0.7,0.3,1,1,1
3512,4,7,6,4,1,5,0,0,1,0,0,0.3,0.5,0.422,11,9,0,0.7088,2.9992,3.6056,0.5,0.7,0.0,0,1,0
3513,1,2,13,4,1,1,1,1,0,1,0,0.3,1.3,3.388,7,1,-1,0.3472,1.7102,2.4495,0.1,0.3,0.5,0,0,0
3514,1,1,10,4,0,0,0,1,1,0,1,0.4,1.0,1.779,4,8,1,1.0677,1.8537,1.0,0.8,0.9,0.7,1,0,0
3515,2,8,0,2,1,2,1,0,1,1,0,0.6,1.6,3.176,10,9,0,0.452,2.1153,2.0,0.3,0.3,0.0,0,1,1
3516,7,5,7,2,1,3,1,1,1,1,0,0.4,1.2,3.812,7,2,0,0.6177,2.5129,1.7321,0.2,0.2,0.7,1,1,0
3517,1,5,12,-1,1,6,1,0,0,1,1,0.2,1.6,1.413,5,1,1,0.4748,0.8272,2.6458,0.5,0.9,0.6,1,1,0
3518,7,2,1,1,0,2,0,1,1,1,0,0.1,1.3,0.83,4,9,1,1.1862,1.9923,1.7321,0.1,0.6,0.1,0,1,0
3519,5,0,10,1,1,1,1,1,0,0,0,0.7,1.4,0.981,2,3,0,1.0888,1.6296,2.8284,0.9,0.7,0.5,0,1,0
3520,7,0,3,2,1,4,1,0,1,0,1,0.7,0.8,2.973,8,0,0,0.82,2.7388,3.4641,0.7,0.8,0.7,1,0,0
3521,6,8,7,3,0,6,1,0,0,1,1,0.8,0.2,0.965,4,8,-1,1.0421,1.1878,1.0,0.2,0.3,0.6,0,0,0
3522,2,0,12,2,1,5,1,0,0,1,1,0.2,0.9,1.339,6,0,0,0.4465,0.5363,2.2361,0.7,0.7,0.4,1,1,0
3523,6,2,6,1,1,-1,0,0,1,0,0,0.8,1.0,2.442,0,9,0,0.8429,0.9202,2.8284,0.9,0.2,0.3,0,1,0
3524,1,10,0,3,0,0,0,1,1,0,1,0.8,0.5,1.784,1,1,1,0.6838,1.1064,2.0,0.0,0.1,0.4,0,0,0
3525,2,4,0,4,1,4,0,0,1,1,0,0.8,0.4,0.852,1,7,0,0.6269,2.9445,2.4495,0.1,0.0,0.1,1,0,0
3526,1,8,10,2,0,0,0,0,0,0,1,0.0,0.7,1.93,6,3,1,0.7438,1.6201,3.6056,0.2,0.3,0.1,0,1,0
3527,1,4,13,2,0,5,1,0,1,1,1,0.3,0.8,1.779,6,0,1,0.3864,2.2283,3.4641,0.9,0.9,0.4,1,0,0
3528,0,11,4,2,0,6,0,0,0,1,1,0.9,1.1,2.619,11,8,0,0.3502,1.9885,1.0,0.4,0.6,0.7,1,1,1
3529,1,9,13,2,1,4,1,1,1,1,1,0.5,0.5,1.616,4,7,1,0.9525,2.0205,2.2361,0.6,0.8,0.4,0,0,0
3530,0,5,6,3,1,1,0,1,1,1,1,0.7,0.1,3.235,3,8,0,0.5657,1.682,3.3166,0.4,0.1,0.9,1,0,0
3531,3,8,0,2,1,2,1,0,0,1,0,0.3,0.6,0.944,6,9,0,0.241,2.981,3.6056,0.4,0.2,0.7,0,0,1
3532,0,4,7,3,0,5,0,1,1,0,0,0.4,0.4,2.022,9,5,1,0.8529,3.1283,3.3166,0.8,0.3,0.3,1,0,0
3533,0,11,13,1,1,5,0,1,0,1,1,0.3,1.1,3.206,6,2,0,0.6183,2.6352,2.2361,0.2,0.6,0.2,0,0,0
3534,7,4,3,3,1,5,0,1,0,0,0,0.7,0.7,1.074,3,4,1,0.4138,1.6673,2.2361,0.1,0.2,0.2,1,1,0
3535,0,10,13,1,0,0,0,1,1,0,1,0.1,1.1,0.946,4,9,0,1.1895,2.9046,2.2361,0.6,0.3,0.9,0,1,0
3536,0,7,9,2,0,5,1,1,1,1,0,0.4,0.6,2.293,8,0,0,0.9558,2.5959,0.0,0.7,0.7,0.6,1,1,0
3537,0,7,5,4,0,6,0,0,1,0,0,0.8,1.0,2.156,9,0,1,1.2631,1.033,3.0,0.5,0.7,0.9,1,1,0
3538,1,4,9,2,1,-1,1,0,0,0,1,0.8,0.0,3.809,5,2,0,1.2735,3.3817,3.3166,0.6,0.2,0.5,1,1,0
3539,4,9,5,3,0,3,1,0,0,1,1,0.7,1.1,3.22,6,6,1,0.2393,1.2434,1.0,0.2,0.3,0.8,1,0,0
3540,6,8,1,2,0,5,0,1,0,1,1,0.1,0.1,1.229,8,5,0,1.1813,0.5266,1.4142,0.5,0.3,0.3,1,0,1
3541,5,9,12,4,1,3,1,1,0,1,0,0.5,1.4,0.568,0,7,1,0.8067,2.2098,2.2361,0.8,0.3,0.0,1,0,1
3542,4,9,5,4,1,6,1,1,1,1,0,0.3,1.6,1.004,10,1,0,0.5588,1.7654,2.4495,0.1,0.5,0.4,1,0,0
3543,0,1,7,4,1,4,1,1,1,0,1,0.9,1.0,1.618,5,3,0,1.2742,1.0062,3.0,0.1,0.5,0.6,1,1,1
3544,6,10,10,2,1,2,0,0,0,1,0,0.5,0.0,0.361,0,6,1,1.2957,0.6702,2.2361,0.5,0.4,0.9,0,0,0
3545,0,10,1,2,1,4,1,1,0,1,0,0.8,0.6,1.068,10,0,0,0.7928,1.4811,3.6056,0.6,0.0,0.9,1,0,0
3546,5,2,10,3,0,4,0,0,1,1,1,0.2,0.2,3.209,7,8,1,0.5723,0.9612,3.6056,0.7,0.1,0.6,0,1,1
3547,3,11,5,4,0,5,0,0,0,0,1,0.7,0.1,2.31,9,8,1,0.5426,2.717,3.6056,0.7,0.1,0.2,0,1,0
3548,7,6,7,3,0,1,0,0,1,0,0,0.4,1.2,0.155,0,1,1,0.7935,0.6459,2.8284,0.8,0.1,0.7,0,1,0
3549,2,3,6,3,0,6,1,0,0,0,1,0.4,1.2,0.036,5,5,0,0.8385,2.4979,3.4641,0.7,0.7,0.2,1,1,0
3550,5,2,10,4,1,6,1,1,0,1,0,0.7,1.1,1.539,11,5,0,0.696,1.7531,3.4641,0.2,0.4,0.7,1,1,0
3551,3,4,2,4,1,1,1,1,0,0,0,0.2,0.3,0.168,4,8,0,0.8002,0.951,3.3166,0.8,0.1,0.0,0,1,1
3552,4,0,1,2,1,1,0,0,0,1,1,0.1,0.3,1.229,6,4,0,0.5781,3.003,2.8284,0.4,0.9,0.6,0,0,0
3553,7,8,5,1,1,2,0,1,1,0,0,0.0,0.5,0.92,4,1,1,1.1303,3.2472,2.2361,0.5,0.3,0.3,1,1,0
3554,5,8,1,2,1,2,1,0,1,1,1,0.5,0.7,1.932,3,4,1,0.8113,1.3046,2.8284,0.1,0.6,0.3,0,1,0
3555,3,8,3,3,1,1,1,0,0,1,0,0.6,0.4,2.223,10,2,1,0.603,2.0789,2.8284,0.5,0.6,0.7,1,1,0
3556,3,6,9,4,0,1,1,0,1,0,0,0.8,1.6,2.735,8,0,1,1.1333,2.3552,2.4495,0.7,0.1,0.5,1,1,0
3557,5,4,11,-1,0,4,1,0,1,0,0,0.7,0.0,1.695,6,7,1,1.0278,2.5196,3.6056,0.2,0.8,0.8,0,1,0
3558,2,8,9,1,1,6,1,1,1,1,0,0.6,0.9,2.399,8,6,1,1.0024,2.6066,2.6458,0.8,0.7,0.6,0,0,0
3559,1,10,4,2,1,0,1,0,1,0,0,0.5,1.7,2.466,5,6,-1,0.2837,0.6253,1.0,0.1,0.7,0.0,1,0,0
3560,3,1,11,3,1,3,1,0,1,1,0,0.4,1.8,1.324,5,6,1,0.5038,2.1962,2.6458,0.4,0.5,0.5,0,1,0
3561,0,4,5,1,1,1,0,1,0,1,0,0.4,0.6,1.17,6,7,0,0.6883,1.8762,3.0,0.4,0.7,0.4,1,0,0
3562,1,11,2,2,1,1,0,1,0,1,1,0.7,1.1,2.669,10,3,0,0.3237,1.4745,3.3166,0.7,0.5,0.8,0,0,0
