ps_ind_02_cat,ps_ind_04_cat,ps_ind_05_cat,ps_car_01_cat,ps_car_04_cat,ps_car_07_cat,ps_ind_01,ps_ind_03,ps_ind_15,ps_ind_06_bin,ps_ind_07_bin,ps_ind_16_bin,ps_ind_17_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_12,ps_car_13,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_15_bin,ps_calc_16_bin,target
2,1,2,6,5,-1,2,10,4,0,0,1,0,0.1,1.6,3.284,0.52,3.3467,2.4495,0.8,0.2,1,1,No claim
3,0,2,5,9,0,2,6,13,0,0,1,0,0.6,1.6,2.766,0.774,2.5519,2.2361,0.3,0.1,0,0,No claim
1,0,4,10,7,1,4,7,0,1,1,1,1,0.7,1.1,1.878,0.706,0.5344,3.0,0.9,0.0,0,1,No claim
2,1,3,1,9,1,2,6,2,1,1,1,0,0.5,1.6,2.098,1.0079,1.4299,1.4142,0.3,0.4,1,0,No claim
3,0,4,1,0,-1,4,4,5,1,1,1,1,0.7,1.4,2.321,0.9416,2.4528,2.0,0.1,0.7,0,0,No claim
1,1,1,1,4,1,3,10,4,1,0,1,1,0.6,1.8,1.218,0.7793,2.6705,2.0,0.6,0.2,0,0,No claim
2,1,-1,4,8,1,4,4,0,1,0,1,0,0.5,1.6,3.188,0.8449,1.2561,0.0,0.8,0.6,1,0,No claim
3,0,4,9,6,1,1,9,7,1,1,0,0,0.4,1.0,0.671,0.8828,0.7538,1.4142,0.1,0.3,1,1,No claim
2,0,1,2,5,0,7,8,2,1,1,0,1,0.9,1.8,2.47,0.5197,1.6453,1.7321,0.1,0.6,0,1,Claim
1,1,4,4,6,0,1,9,9,1,0,0,0,0.1,1.0,1.281,0.6825,1.973,3.6056,0.1,0.3,1,0,No claim
1,0,2,2,0,-1,2,8,0,0,1,1,1,0.2,1.7,0.056,0.8933,1.4488,2.6458,0.2,0.3,0,0,No claim
3,1,4,5,9,1,4,7,3,0,1,0,1,0.9,1.2,3.221,1.0447,2.3148,3.1623,0.9,0.4,0,0,Claim
2,0,6,8,7,-1,4,4,2,1,0,1,0,0.4,0.3,1.897,0.375,1.4592,1.0,0.7,0.4,0,1,No claim
1,0,4,6,9,0,5,8,12,1,0,1,0,0.9,0.7,2.763,0.9767,2.8129,3.3166,0.4,0.3,1,0,No claim
3,1,5,5,0,1,3,0,6,0,0,1,0,0.4,0.6,2.985,0.4212,0.5213,3.6056,0.4,0.4,1,1,No claim
2,1,5,7,3,1,3,4,4,1,0,0,1,0.5,1.7,2.385,0.458,2.0308,0.0,0.6,0.6,0,1,Claim
4,1,-1,1,9,1,0,9,10,0,0,1,0,0.1,1.3,0.584,1.1232,1.0019,3.4641,0.2,0.5,0,1,No claim
2,1,3,4,9,0,7,9,11,1,1,0,1,0.4,1.7,0.361,0.9833,2.8653,1.4142,0.6,0.9,1,0,No claim
1,0,2,8,9,1,1,6,4,1,1,1,1,0.3,1.6,0.068,0.9812,2.8044,0.0,0.8,0.6,1,1,Claim
3,1,4,11,0,1,2,9,6,0,0,1,1,0.1,0.1,1.973,0.3845,2.0672,2.0,0.5,0.0,0,1,No claim
3,0,4,8,4,0,3,0,5,0,1,0,1,0.8,1.6,1.086,1.2107,2.795,2.8284,0.5,0.7,1,0,Claim
-1,1,5,1,6,0,6,7,9,1,0,0,0,0.3,0.2,0.679,1.1783,1.139,1.4142,0.1,0.4,1,0,No claim
2,0,1,2,8,1,6,6,9,1,1,0,1,0.5,0.9,3.86,0.9461,2.9442,2.6458,0.4,0.0,0,0,No claim
4,1,5,5,0,0,6,5,4,1,1,1,0,0.5,1.2,2.112,1.0402,1.0629,3.0,0.3,0.2,1,0,No claim
4,0,4,8,6,0,3,7,4,0,1,0,0,0.5,1.8,0.541,0.3781,2.3783,2.2361,0.7,0.1,1,1,Claim
3,0,0,10,4,1,6,3,0,0,0,0,0,0.8,0.4,2.906,0.3941,3.4039,1.0,0.3,0.5,0,0,No claim
2,0,4,7,0,1,7,5,10,1,1,1,0,0.9,0.1,3.413,0.9708,0.6037,2.0,0.6,0.4,1,0,No claim
4,1,-1,8,4,0,3,2,0,1,1,0,1,0.8,0.3,2.644,0.4277,3.0012,3.0,0.6,0.2,1,0,No claim
4,1,1,-1,4,1,4,4,8,1,0,0,0,0.6,1.4,0.111,0.4,1.8332,1.0,0.8,0.7,1,0,Claim
2,0,3,7,5,0,3,4,5,1,0,0,0,0.1,0.2,0.864,0.6098,1.9641,3.6056,0.5,0.7,0,1,No claim
1,0,3,11,5,1,0,3,1,1,0,0,1,0.1,1.3,2.193,0.2628,2.6285,1.0,0.5,0.2,1,1,No claim
4,1,2,7,2,1,4,4,12,1,0,0,0,0.1,1.7,0.495,1.06,1.1193,3.1623,0.2,0.5,0,1,No claim
1,0,4,4,8,1,5,6,10,1,1,0,1,0.8,1.3,0.54,1.0765,2.0698,3.6056,0.6,0.2,1,0,No claim
4,1,6,3,0,-1,7,8,11,0,1,0,0,0.7,0.5,3.25,0.934,1.3458,3.3166,0.4,0.2,1,1,No claim
4,0,3,1,8,0,3,10,12,0,0,0,0,0.2,1.4,0.804,0.3828,1.9085,2.6458,0.3,0.3,1,1,No claim
3,0,3,8,0,1,7,5,9,1,1,0,0,0.1,1.1,1.973,1.2585,0.7843,3.6056,0.7,0.8,1,0,Claim
2,1,3,0,4,0,4,8,7,0,0,0,0,0.9,1.8,3.917,0.8665,1.9136,2.6458,0.5,0.4,0,1,No claim
1,0,6,1,2,0,5,1,9,1,0,1,1,0.2,0.3,2.366,0.6352,2.5749,3.1623,0.1,0.2,0,0,No claim
1,0,0,4,7,0,7,5,2,0,1,1,1,0.7,0.5,2.617,0.2708,2.91,2.2361,0.4,0.4,0,0,No claim
-1,0,5,5,7,1,5,4,5,0,1,0,0,0.7,0.5,1.677,0.9197,2.3222,2.0,0.1,0.1,0,0,Claim
4,1,0,8,3,0,0,5,6,0,0,1,0,0.6,0.3,3.268,1.2832,0.5913,2.4495,0.6,0.5,1,1,No claim
3,0,4,-1,3,0,0,1,0,1,1,0,1,0.2,1.0,0.313,0.3829,2.8778,3.3166,0.2,0.5,1,1,No claim
1,1,2,7,9,1,3,5,11,1,1,0,0,0.2,0.2,2.424,0.6554,0.7209,1.4142,0.7,0.4,1,0,No claim
2,0,3,0,3,1,4,8,12,1,1,1,1,0.8,1.1,1.647,0.5572,3.3259,3.1623,0.6,0.4,1,0,Claim
3,0,5,3,7,0,5,8,5,1,1,0,0,0.5,0.2,3.502,0.4314,1.2237,1.0,0.6,0.6,0,0,No claim
3,1,1,7,9,1,3,2,6,0,0,0,0,0.6,0.7,2.477,0.7704,0.9076,2.6458,0.8,0.5,0,0,No claim
2,1,3,2,8,0,7,6,6,1,1,1,0,0.3,0.3,3.053,0.7697,2.045,2.2361,0.1,0.2,0,0,No claim
1,0,5,10,1,0,2,6,9,1,1,1,0,0.6,1.7,1.581,0.2236,2.7833,2.8284,0.7,0.9,0,1,Claim
1,1,-1,5,7,1,3,9,7,0,0,1,1,0.8,0.2,3.108,1.0617,3.1195,1.7321,0.8,0.5,1,0,No claim
4,0,2,9,3,0,4,4,3,1,0,1,0,0.2,0.4,0.453,1.0087,1.967,1.7321,0.7,0.9,0,0,No claim
4,1,1,3,7,1,7,10,2,0,1,1,0,0.1,1.5,2.273,1.2668,3.032,3.4641,0.3,0.1,0,1,No claim
1,1,-1,4,2,0,7,3,3,1,0,0,0,0.8,1.0,0.502,1.1615,1.7091,3.1623,0.8,0.1,1,1,No claim
4,0,4,8,8,0,4,9,9,0,1,1,0,0.6,0.6,2.016,0.74,2.1817,1.7321,0.9,0.6,0,1,No claim
2,0,3,6,9,1,3,3,9,0,0,0,1,0.6,0.9,3.526,0.7308,1.4332,1.0,0.5,0.2,1,1,No claim
4,0,0,9,9,1,4,4,13,1,1,1,0,0.0,1.5,0.256,0.2635,3.2975,2.0,0.5,0.2,1,1,No claim
4,0,0,9,4,-1,1,7,9,0,1,1,0,0.4,0.8,1.748,0.9089,1.041,3.0,0.4,0.5,1,1,No claim
2,1,3,6,5,1,1,2,5,1,1,0,1,0.3,1.5,0.204,0.8389,1.5607,0.0,0.7,0.2,1,1,Claim
4,1,5,9,2,1,4,10,8,0,0,0,0,0.6,1.0,3.783,0.8355,2.1328,3.0,0.6,0.3,0,1,No claim
4,1,1,9,0,0,0,10,2,1,0,1,0,0.1,1.3,2.63,0.5121,2.4384,3.0,0.8,0.3,1,0,No claim
2,1,3,4,3,0,3,6,6,0,0,0,1,0.1,0.0,3.755,0.5415,0.7823,2.8284,0.9,0.4,0,0,No claim
3,0,5,10,3,1,6,5,11,0,1,1,0,0.9,1.5,0.288,0.3407,2.6641,1.0,0.9,0.3,1,0,Claim
1,0,3,10,7,1,4,0,7,1,1,0,1,0.9,1.7,0.411,0.935,1.2493,2.2361,0.2,0.5,0,1,No claim
1,1,5,9,7,-1,0,4,8,0,0,1,1,0.2,0.9,0.916,0.502,2.0017,3.3166,0.4,0.1,0,0,No claim
4,1,6,0,5,0,1,11,11,0,0,0,0,0.5,1.4,3.031,1.2132,2.0972,2.4495,0.8,0.4,0,1,No claim
3,1,0,-1,1,-1,4,3,2,0,1,0,0,0.4,1.1,0.965,0.8484,0.93,3.4641,0.7,0.4,0,1,No claim
1,0,5,0,6,1,7,7,12,1,1,1,0,0.4,0.9,2.243,0.8317,3.0272,2.4495,0.1,0.8,0,0,No claim
3,1,5,6,1,0,1,3,2,1,0,0,1,0.1,1.0,1.484,0.9732,2.4631,3.0,0.5,0.8,0,1,No claim
1,1,1,11,6,1,0,7,13,1,0,0,1,0.2,0.4,2.811,0.8888,2.4199,2.6458,0.9,0.2,0,0,Claim
3,1,2,9,4,1,7,1,7,1,0,1,0,0.2,0.8,3.298,0.8551,1.1149,3.6056,0.7,0.8,1,0,No claim
2,0,0,4,7,0,3,1,7,1,1,1,0,0.1,1.0,1.605,1.2417,0.7608,2.4495,0.7,0.9,1,0,No claim
1,0,-1,10,0,-1,5,10,7,0,1,1,1,0.3,0.8,0.905,0.346,2.0628,1.4142,0.6,0.4,0,1,No claim
2,0,1,10,4,1,1,8,13,1,0,0,0,0.7,1.7,2.108,0.316,2.3034,1.4142,0.9,0.6,1,1,No claim
4,0,6,7,8,0,2,11,11,1,0,1,1,0.5,0.4,0.178,1.1317,3.3381,3.3166,0.1,0.8,1,1,Claim
4,0,0,2,3,0,3,10,6,0,0,1,0,0.8,1.5,3.578,0.3898,1.1165,3.6056,0.5,0.8,0,0,No claim
1,1,3,7,9,1,5,2,5,1,1,0,0,0.3,0.0,1.357,0.2669,0.5249,3.4641,0.8,0.2,0,0,No claim
2,1,2,6,1,0,2,8,5,0,0,0,0,0.0,0.7,1.313,0.8801,1.7269,3.4641,0.6,0.5,1,1,No claim
-1,1,5,0,0,1,3,1,5,0,1,0,1,0.5,0.3,1.65,0.5671,1.4177,2.8284,0.8,0.7,1,1,No claim
1,1,4,8,2,1,6,9,0,0,1,1,0,0.1,0.9,2.639,0.2229,2.534,2.6458,0.7,0.8,1,1,No claim
4,0,2,4,9,1,1,8,10,1,1,0,1,0.0,0.7,3.746,0.7156,3.3478,3.0,0.7,0.7,1,0,Claim
2,0,5,8,0,0,1,11,3,1,1,0,0,0.5,0.1,2.041,0.3102,3.1307,3.0,0.5,0.3,1,1,No claim
3,0,4,0,7,0,1,10,5,0,1,0,0,0.3,0.4,3.238,1.0231,2.846,2.6458,0.2,0.3,1,0,Claim
2,0,3,9,5,1,7,10,9,1,1,0,1,0.3,0.5,1.308,1.2881,3.1979,3.1623,0.8,0.3,1,0,No claim
3,1,2,10,9,0,7,1,8,1,0,0,0,0.3,0.8,1.666,1.0183,1.4385,3.1623,0.4,0.4,0,0,No claim
2,1,3,9,9,0,4,0,5,1,1,1,1,0.7,0.8,3.604,0.4811,0.628,1.4142,0.3,0.6,1,1,No claim
3,1,1,11,7,1,1,11,10,0,0,1,1,0.2,0.4,0.211,0.2599,2.268,2.2361,0.3,0.8,1,0,No claim
2,1,4,5,8,1,6,3,2,1,1,1,1,0.5,1.1,2.023,0.2367,1.498,3.4641,0.8,0.8,1,0,Claim
3,1,2,11,5,1,3,5,6,1,1,0,1,0.9,0.8,3.324,0.9665,0.982,3.1623,0.8,0.8,0,1,No claim
1,1,2,1,6,0,6,0,1,0,1,0,1,0.0,0.4,2.43,0.9145,2.8945,2.6458,0.4,0.9,1,1,No claim
1,0,3,6,5,0,2,7,7,1,1,1,1,0.6,0.1,0.406,0.944,3.1261,1.0,0.3,0.9,0,0,No claim
-1,0,6,3,9,1,7,9,1,0,0,1,1,0.6,0.2,0.241,1.1955,3.4719,1.4142,0.9,0.1,0,0,No claim
1,1,3,0,0,1,6,10,13,1,1,0,1,0.4,0.1,3.526,0.3316,1.6491,1.7321,0.2,0.5,0,0,No claim
4,1,6,3,4,0,1,6,9,1,0,1,1,0.7,0.1,1.624,1.0895,0.5956,2.4495,0.2,0.8,1,1,No claim
4,1,3,1,0,1,5,7,3,1,0,0,0,0.6,0.2,1.853,0.9384,2.1518,3.0,0.5,0.5,0,0,No claim
2,-1,0,11,9,0,2,6,8,1,1,1,1,0.6,0.6,0.718,0.7018,2.7905,3.6056,0.2,0.2,0,1,No claim
2,1,4,3,2,1,2,5,4,1,0,1,0,0.1,1.0,1.878,0.2734,1.8309,2.0,0.8,0.2,0,1,No claim
3,0,6,4,2,-1,2,6,7,0,1,0,0,0.5,0.9,1.663,0.666,0.9564,3.1623,0.2,0.5,0,1,No claim
1,0,6,11,9,1,5,11,2,1,1,0,1,0.2,1.6,3.125,0.4599,2.5408,3.6056,0.2,0.3,0,0,No claim
4,1,1,1,7,0,2,3,7,0,0,1,1,0.1,1.6,0.373,1.091,1.9887,0.0,0.5,0.0,1,0,No claim
1,0,1,4,1,1,5,5,1,1,0,1,0,0.4,0.3,2.551,0.9553,2.3789,3.1623,0.4,0.4,0,0,No claim
2,0,4,11,0,1,4,7,2,1,0,1,1,0.1,1.6,3.885,0.6884,2.5551,2.2361,0.5,0.4,0,1,No claim
1,1,3,11,8,0,6,6,8,0,0,1,0,0.0,1.0,1.159,1.0163,1.3548,0.0,0.3,0.6,0,0,No claim
4,1,5,8,0,0,7,0,7,1,0,0,0,0.9,1.3,2.897,0.6084,1.4924,2.4495,0.6,0.8,1,0,No claim
1,0,3,3,5,0,0,3,4,0,1,1,0,0.8,1.4,0.381,0.7718,2.349,1.7321,0.0,0.1,1,1,No claim
4,0,2,0,6,1,0,8,5,1,1,1,1,0.1,0.8,1.446,0.7892,2.7304,3.1623,0.6,0.8,0,0,No claim
2,0,0,0,7,1,4,8,12,0,1,0,1,0.3,1.4,2.88,1.2476,0.9618,2.6458,0.5,0.2,0,0,No claim
1,-1,2,0,8,1,2,11,9,0,0,0,1,0.1,1.5,3.825,1.2073,3.1805,3.6056,0.3,0.4,0,1,No claim
1,0,5,0,0,1,5,8,0,1,0,1,0,0.3,0.8,3.056,0.7124,0.6945,3.4641,0.3,0.3,1,1,No claim
3,0,1,8,6,1,5,6,13,1,1,0,1,0.6,0.4,0.76,0.727,2.121,2.8284,0.3,0.3,1,1,Claim
1,1,3,5,7,1,6,3,5,0,0,1,1,0.2,1.2,3.272,0.4694,3.1216,3.6056,0.6,0.8,1,1,No claim
2,-1,1,3,9,1,3,4,8,0,1,0,0,0.7,1.4,0.123,1.1053,2.5467,2.6458,0.1,0.1,1,1,No claim
2,-1,6,0,0,0,2,5,4,1,1,0,1,0.0,0.7,0.188,1.2962,1.4175,0.0,0.1,0.4,1,1,Claim
3,1,5,2,2,0,3,1,4,1,1,0,0,0.1,0.9,3.565,0.585,1.626,3.1623,0.5,0.1,1,1,No claim
1,0,1,0,0,0,4,1,2,1,1,0,0,0.5,0.5,2.601,0.9128,0.9017,3.1623,0.7,0.3,0,1,No claim
4,1,2,6,0,1,5,2,1,0,0,1,1,0.0,0.6,0.969,1.169,2.6989,1.4142,0.9,0.6,0,0,No claim
1,1,6,5,4,1,1,7,11,1,0,1,1,0.4,0.6,0.883,0.376,2.2442,3.1623,0.6,0.8,0,1,No claim
2,1,6,8,1,1,2,7,0,0,1,1,1,0.9,1.4,1.242,0.7554,2.3656,1.0,0.1,0.3,1,1,No claim
2,0,2,7,7,0,7,6,12,1,1,1,1,0.2,0.7,2.008,0.7938,2.9029,1.7321,0.9,0.6,1,0,No claim
2,0,4,5,1,0,3,3,11,0,0,1,0,0.1,0.3,0.216,0.762,0.5729,3.0,0.6,0.4,0,0,No claim
4,0,4,8,5,1,7,1,9,1,1,0,1,0.1,0.6,1.997,0.2822,2.5788,2.4495,0.7,0.7,1,1,No claim
3,0,0,4,6,1,3,5,3,0,1,1,1,0.5,0.6,2.232,1.1527,0.9685,2.8284,0.1,0.3,0,1,No claim
2,0,2,9,5,1,7,0,10,1,0,1,0,0.5,0.4,0.639,0.4349,2.3512,2.8284,0.7,0.8,1,0,No claim
2,0,1,7,5,0,6,5,5,0,1,0,0,0.2,0.8,1.875,0.5578,1.5851,3.3166,0.0,0.2,0,1,No claim
3,0,0,6,6,0,7,6,2,0,1,1,0,0.9,0.5,2.407,0.455,1.7094,0.0,0.1,0.4,0,1,No claim
1,1,1,10,1,1,2,7,11,1,1,0,0,0.9,1.1,0.972,1.2947,2.0997,2.4495,0.4,0.3,0,1,No claim
4,1,1,9,5,0,0,5,9,0,0,1,1,0.1,1.2,0.344,1.1642,1.9472,2.8284,0.8,0.0,0,1,No claim
2,0,2,5,0,1,2,2,12,0,0,0,0,0.2,1.0,1.654,0.2109,1.7861,0.0,0.7,0.5,0,1,No claim
4,1,5,7,0,0,4,8,2,1,0,1,1,0.8,0.8,0.312,0.7916,2.563,3.1623,0.2,0.4,1,1,No claim
1,0,2,6,7,0,0,11,3,1,0,0,0,0.5,1.2,2.9,0.7188,2.5553,1.7321,0.7,0.8,0,0,No claim
2,1,1,9,4,0,4,3,4,1,0,0,0,0.3,0.9,2.451,0.5544,2.1118,1.4142,0.3,0.5,0,1,No claim
1,1,3,8,5,0,1,2,13,0,0,1,1,0.3,0.6,0.635,0.9807,0.8108,1.4142,0.0,0.7,1,0,No claim
3,1,2,10,1,1,4,3,3,0,0,1,1,0.4,0.2,1.967,0.6162,3.1308,3.0,0.1,0.0,1,0,No claim
4,1,4,7,0,0,4,2,9,1,1,0,0,0.8,0.3,3.656,1.0441,3.3588,2.8284,0.7,0.4,0,1,No claim
1,0,3,4,6,1,5,2,1,0,0,1,1,0.7,0.9,3.643,0.2501,0.7855,1.0,0.4,0.3,1,1,No claim
2,0,6,1,3,1,3,5,13,1,1,1,1,0.7,0.4,1.77,0.4878,1.0183,3.6056,0.8,0.4,0,0,No claim
2,0,4,4,5,0,3,9,9,0,0,0,1,0.0,1.7,3.662,0.5631,2.2131,3.1623,0.2,0.7,1,1,No claim
2,1,1,2,6,0,5,11,4,1,1,0,1,0.7,0.3,0.486,0.4582,0.8232,2.0,0.5,0.7,0,0,No claim
3,0,0,1,7,0,6,4,4,0,1,1,0,0.1,1.7,1.118,0.9462,1.8283,2.6458,0.6,0.8,1,0,No claim
-1,1,4,10,1,0,2,5,3,0,1,1,0,0.2,1.5,1.056,0.3894,1.3191,1.4142,0.5,0.2,1,1,Claim
1,0,0,8,4,0,3,4,8,1,0,1,0,0.7,0.5,0.155,1.0238,3.0011,2.8284,0.2,0.4,1,1,No claim
3,0,2,6,9,1,2,0,12,1,1,0,0,0.5,1.2,2.191,1.2798,1.3412,3.0,0.1,0.4,0,0,No claim
3,0,0,10,1,0,4,4,3,1,0,0,1,0.5,1.3,2.445,0.7546,1.3694,1.0,0.4,0.1,0,1,No claim
4,0,2,6,8,1,1,3,10,0,1,0,0,0.3,0.9,0.207,0.3991,2.8922,3.1623,0.6,0.8,0,1,No claim
-1,0,6,3,5,1,3,5,7,1,0,1,1,0.1,1.1,2.398,0.8509,1.5212,1.0,0.1,0.6,1,1,No claim
4,1,0,2,3,0,1,1,10,1,1,1,0,0.8,1.5,0.86,0.5749,1.0543,1.0,0.4,0.6,1,1,No claim
2,0,6,4,4,0,4,8,10,0,0,1,0,0.2,0.9,1.051,0.2315,1.772,0.0,0.7,0.7,0,1,No claim
3,0,6,4,4,1,6,10,0,1,0,0,0,0.5,0.8,0.111,0.7564,1.8807,3.6056,0.5,0.1,1,0,No claim
4,0,6,2,9,0,7,11,0,1,0,1,0,0.5,1.3,0.047,0.8755,1.2326,1.4142,0.1,0.7,1,1,No claim
1,1,4,0,4,0,3,1,12,0,0,1,1,0.4,1.7,2.642,0.3056,3.0001,3.0,0.9,0.2,0,0,No claim
3,1,1,0,1,1,0,1,2,1,0,0,1,0.7,1.7,0.865,0.6318,1.7406,2.4495,0.1,0.8,0,1,Claim
4,1,0,3,4,1,1,11,8,0,1,0,0,0.0,1.1,3.837,0.8227,0.7663,2.0,0.4,0.3,0,1,No claim
3,0,6,8,8,1,0,10,10,1,0,1,0,0.3,1.0,3.605,0.5659,3.1142,3.4641,0.8,0.8,0,0,No claim
2,0,3,1,2,1,7,3,0,1,0,1,0,0.0,0.1,3.319,0.2205,0.6151,1.0,0.4,0.4,0,1,No claim
4,1,0,7,4,1,4,6,0,1,0,0,0,0.8,1.6,2.705,0.7226,2.9591,1.4142,0.6,0.4,1,0,No claim
3,0,0,9,9,0,1,6,9,1,1,1,0,0.3,0.1,1.637,1.2429,0.7264,3.0,0.0,0.5,0,0,No claim
1,0,2,-1,5,0,7,6,4,0,1,0,0,0.0,0.1,2.271,1.1167,3.064,2.6458,0.3,0.1,0,0,No claim
1,1,4,7,4,0,2,0,7,0,1,0,0,0.5,1.3,3.638,0.3418,3.0085,3.1623,0.1,0.7,1,0,No claim
2,0,5,10,9,0,0,8,13,0,0,0,0,0.2,0.5,0.46,0.3424,2.4904,2.4495,0.5,0.5,1,1,No claim
4,1,0,7,2,1,1,9,11,1,1,1,1,0.3,0.7,3.678,0.9888,2.3485,1.4142,0.2,0.5,1,1,No claim
2,0,6,10,6,1,5,1,9,0,1,0,1,0.6,1.7,0.289,0.4325,2.9925,0.0,0.8,0.9,1,0,No claim
2,1,2,11,3,0,2,10,11,1,1,0,1,0.9,0.8,0.235,1.0452,2.1168,1.7321,0.7,0.8,1,1,No claim
2,0,1,0,0,0,0,6,9,0,1,1,1,0.1,0.5,0.285,0.9653,0.6813,2.8284,0.2,0.3,0,0,No claim
3,0,0,3,4,1,0,0,12,1,0,1,0,0.0,0.2,0.413,1.221,3.2757,3.0,0.6,0.0,0,1,No claim
3,1,6,8,3,0,7,2,1,0,1,1,1,0.7,1.6,3.842,1.0336,0.6952,3.1623,0.4,0.5,1,1,No claim
2,1,1,2,5,0,4,9,3,1,1,1,1,0.5,0.8,1.125,0.9073,2.4395,2.6458,0.9,0.5,1,1,No claim
3,0,5,10,2,0,0,0,2,1,1,0,1,0.6,1.2,0.946,1.221,0.9526,2.6458,0.3,0.3,0,1,No claim
3,1,3,9,9,0,6,1,9,0,0,0,1,0.2,0.7,0.438,0.3719,2.6335,1.0,0.8,0.6,1,0,No claim
3,0,4,5,7,0,0,9,12,1,1,0,1,0.7,1.1,2.794,0.8684,3.3866,3.3166,0.9,0.3,0,1,No claim
3,0,5,11,8,0,1,9,7,0,1,1,0,0.3,1.1,0.691,1.0113,1.4497,3.3166,0.7,0.0,0,0,No claim
4,1,0,4,8,1,4,9,8,1,0,0,0,0.2,0.4,3.814,1.2408,2.8186,3.1623,0.4,0.5,0,0,No claim
1,0,1,0,2,0,4,5,8,0,0,1,0,0.6,0.3,2.324,0.5423,0.9328,2.4495,0.8,0.5,0,0,No claim
1,0,1,0,4,1,1,3,0,1,0,1,1,0.4,1.3,3.632,0.5863,1.6942,2.2361,0.6,0.4,0,0,No claim
4,1,2,7,9,0,3,10,9,1,1,0,0,0.3,0.4,0.338,1.0194,1.7947,2.6458,0.7,0.5,1,1,No claim
4,1,4,7,9,0,5,6,0,1,1,0,1,0.5,1.1,1.233,1.2336,2.799,2.8284,0.5,0.1,0,1,No claim
2,0,2,0,2,0,3,7,7,1,1,1,0,0.6,1.7,2.216,1.2738,1.3241,0.0,0.2,0.5,1,1,No claim
3,1,3,9,9,0,3,1,13,1,1,1,0,0.1,0.5,2.362,0.8028,0.6439,3.4641,0.8,0.6,1,1,No claim
4,0,0,10,2,1,3,6,7,1,1,0,0,0.3,0.9,0.063,0.4089,2.5914,2.4495,0.7,0.8,1,0,No claim
4,0,1,8,0,1,5,9,11,1,1,1,0,0.1,0.5,2.21,1.1549,2.0786,3.1623,0.1,0.4,1,1,No claim
2,1,0,7,3,0,7,1,12,1,0,1,1,0.8,1.7,3.836,1.2592,2.8681,3.1623,0.3,0.3,1,0,No claim
2,0,3,1,4,1,4,6,8,1,0,0,0,0.0,1.5,0.074,0.8908,0.5218,3.3166,0.3,0.9,1,0,No claim
1,1,4,0,5,0,1,1,8,1,1,0,0,0.8,0.2,2.223,1.1758,2.4408,1.4142,0.4,0.5,1,1,No claim
1,0,0,9,2,1,4,6,13,1,1,0,0,0.8,0.2,2.072,0.5749,2.7185,3.3166,0.2,0.8,1,1,No claim
1,1,5,4,9,0,4,3,3,1,1,0,0,0.0,1.6,2.347,1.0303,2.5879,3.4641,0.2,0.3,0,0,No claim
4,1,6,6,4,1,5,7,13,1,1,1,1,0.9,0.8,3.986,1.1798,2.917,2.4495,0.8,0.4,0,0,No claim
4,0,0,1,0,0,6,7,5,1,0,1,0,0.7,0.5,0.234,0.3692,2.0415,1.0,0.1,0.7,1,0,No claim
2,0,2,3,6,1,1,10,4,1,1,0,0,0.2,0.3,2.637,0.2392,2.5935,2.0,0.9,0.5,1,0,No claim
3,0,0,8,3,0,5,9,5,0,0,0,0,0.1,0.9,2.013,0.6151,3.103,3.4641,0.9,0.3,1,0,No claim
2,1,6,7,2,1,4,10,1,1,0,0,0,0.5,0.7,1.423,0.6687,2.9068,3.1623,0.6,0.4,1,0,No claim
4,0,1,4,9,1,7,3,12,0,1,1,1,0.9,1.5,2.536,1.2718,1.3413,1.4142,0.4,0.7,0,0,Claim
3,0,1,7,0,1,6,6,6,0,1,1,0,0.7,1.3,1.044,0.8789,1.5268,2.2361,0.1,0.6,0,1,Claim
4,1,2,4,0,1,3,5,2,0,0,0,0,0.1,1.4,0.019,0.3013,0.8043,1.7321,0.8,0.9,0,0,No claim
2,1,3,0,6,-1,4,8,9,1,0,1,1,0.8,0.5,0.258,1.2428,1.507,1.4142,0.3,0.1,1,0,No claim
3,0,4,9,5,0,2,0,7,0,0,0,1,0.8,0.5,0.201,0.9382,2.3223,2.6458,0.2,0.4,0,0,No claim
2,1,5,3,3,0,3,8,8,1,1,0,1,0.8,1.0,0.07,0.9971,2.0787,2.6458,0.8,0.1,0,1,Claim
3,1,1,5,1,0,6,9,10,1,0,0,1,0.2,0.3,1.128,0.5197,2.5171,1.4142,0.6,0.4,0,0,No claim
4,1,1,0,2,1,2,3,0,0,0,1,1,0.5,1.7,1.396,1.2817,2.8358,2.2361,0.2,0.3,0,1,No claim
4,0,6,2,4,0,5,3,1,1,1,0,1,0.7,1.5,3.246,1.068,2.4673,3.4641,0.7,0.3,0,1,No claim
3,0,0,3,0,1,1,6,1,1,0,1,1,0.1,1.8,3.102,0.3699,2.4649,1.7321,0.7,0.2,0,1,No claim
3,0,-1,1,8,0,0,2,13,1,0,0,0,0.5,1.2,2.584,0.2594,0.5074,1.0,0.2,0.2,1,1,Claim
4,0,5,9,3,1,0,6,10,1,0,0,1,0.5,1.6,2.365,0.2086,1.6312,3.4641,0.4,0.5,0,0,No claim
3,-1,0,10,1,1,3,8,9,0,0,0,1,0.1,0.9,0.021,0.5418,2.9531,2.4495,0.3,0.5,1,0,No claim
